#{"t_start": 1782818432.3790443, "env_id": "None"}
r,l,t,is_success,final_distance,is_out_of_bounds,is_unsafe_low_altitude,altitude,terminal_reason,physical_displacement,path_length,max_physical_displacement,min_altitude,motion_command_steps,motion_command_accepted_steps,motion_command_acceptance_rate,reset_method,reset_path,reset_service_attempted
-21.27334,200,37.914855,False,2.312891007366458,False,False,3.302796401521131,max_steps,3.1628297534840444,10.897703869738136,3.5607891330428236,0.9487378170175601,200,200,1.0,simulator_service,service_success,True
-23.022099,30,49.697891,False,2.4192528065239487,False,True,0.497567144986248,unsafe_low_altitude,1.4362471642037575,1.829187531012301,1.4362471642037575,0.497567144986248,30,30,1.0,velocity,post_controller_hold,False
-22.31336,31,63.843656,False,3.008443773410035,False,True,0.6433738677450609,unsafe_low_altitude,1.4421666059371547,1.8281717681435412,1.4421666059371547,0.6433738677450609,31,31,1.0,velocity,post_controller_hold,False
-16.722942,14,76.968362,False,1.7167774582623985,False,True,0.45905595531913956,unsafe_low_altitude,0.8742692306340092,0.9658853741845324,0.8742692306340092,0.45905595531913956,14,14,1.0,velocity,post_controller_hold,False
-15.115063,6,87.525588,False,1.6711262352267366,False,True,0.6434058661848583,unsafe_low_altitude,0.4589474698550035,0.4589474698550035,0.4589474698550035,0.6434058661848583,6,6,1.0,velocity,post_controller_hold,False
-24.7435,29,102.773645,False,2.750064979312747,False,True,0.6892362175060757,unsafe_low_altitude,0.7451372206883452,1.0014747944106974,0.7451372206883452,0.6892362175060757,29,29,1.0,velocity,post_controller_hold,False
-86.775764,200,140.456578,False,3.507019998817416,False,False,3.091346245627678,max_steps,4.832308074024947,15.080220481399943,5.152584422512484,0.9679510681298535,200,200,1.0,velocity,post_controller_hold,False
-41.17369,200,179.355911,False,2.4305938122526767,False,False,2.1825546944258982,max_steps,3.7687601371429054,10.77322442181368,4.261034999452869,1.0101871298752227,200,200,1.0,velocity,post_controller_hold,False
-17.273735,16,200.362861,False,2.316570997790793,False,True,0.732705985851644,unsafe_low_altitude,0.45936078588477497,0.5553145973742786,0.45936078588477497,0.732705985851644,16,16,1.0,velocity,post_controller_hold,False
-97.57348,200,243.139425,False,4.918335398439959,False,False,3.63353918300367,max_steps,3.5411088015498793,13.400545691868793,4.467740288800924,1.0204060364810774,200,200,1.0,velocity,post_controller_hold,False
-23.966621,47,268.958163,False,2.4445594455468296,False,True,0.6702109520391726,unsafe_low_altitude,1.4558269970080213,2.4859396513301344,1.4558269970080213,0.6702109520391726,47,47,1.0,velocity,post_controller_hold,False
-38.25244,200,315.796619,False,2.015872245052802,False,False,2.5861420136839213,max_steps,1.9311880796738563,7.554858368711705,1.9311880796738563,0.9982298035815362,200,200,1.0,velocity,post_controller_hold,False
-23.116787,24,341.847985,False,2.744210617109449,False,True,0.7271879563236082,unsafe_low_altitude,0.9589727861477033,1.499776740012992,0.9589727861477033,0.7271879563236082,24,24,1.0,velocity,post_controller_hold,False
-43.024277,200,387.126084,False,3.475337657436755,False,False,1.6052940731389822,max_steps,1.6486357582447515,10.442438916929694,2.298499585779976,0.9924859551105671,200,200,1.0,velocity,post_controller_hold,False
-19.782747,28,417.79608,False,2.991957948238092,False,True,0.20762728915306028,unsafe_low_altitude,1.5240276269960775,1.728739860183787,1.5240276269960775,0.20762728915306028,28,28,1.0,velocity,post_controller_hold,False
-17.12684,10,450.512967,False,1.9274291283611429,False,True,0.3571907057001612,unsafe_low_altitude,0.7441792479480801,0.7441792479480801,0.7441792479480801,0.3571907057001612,10,10,1.0,velocity,post_controller_hold,False
-63.89668,200,508.102491,False,2.731405822480602,False,False,3.3343970821265803,max_steps,3.3860732530010713,12.193104411597291,3.3860732530010713,1.053300679664542,200,200,1.0,velocity,post_controller_hold,False
