#{"t_start": 1783091103.1226585, "env_id": "None"}
r,l,t,is_success,final_distance,is_out_of_bounds,is_unsafe_low_altitude,altitude,terminal_reason,terminal_stop_command_accepted,physical_displacement,path_length,max_physical_displacement,min_altitude,motion_command_steps,motion_command_accepted_steps,motion_command_acceptance_rate,mean_action_norm,max_action_norm,mean_xy_action_norm,max_xy_action_norm,last_action_vx,last_action_vy,last_action_vz,last_action_vyaw,reset_method,reset_path,reset_service_attempted,reset_failure_class,reset_position_error,reset_yaw_error,reset_service_status,vertical_safety_penalty,low_altitude_guard_active
-15.0,1,11.350594,False,4.009592076245798,True,False,1.8758658907373889,out_of_bounds,True,4.954808994757919,0.0,0.0,1.4981131180731893,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,simulator_service,service_success,True,,0.1051,0.0,service_success,0.0,False
-15.0,1,28.399392,False,4.059306942411627,True,False,1.874861922637175,out_of_bounds,True,5.017483836837715,0.0,0.0,1.7381942837676871,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,velocity,post_controller_hold,False,,0.1424,0.0,not_attempted,0.0,False
-15.0,1,36.447392,False,6.006299307443223,True,False,1.875000626616202,out_of_bounds,True,5.068349765173861,0.0,0.0,1.597591593181109,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,velocity,post_controller_hold,False,,0.0608,0.0,not_attempted,0.0,False
-15.0,1,55.494512,False,6.05652376305439,True,False,1.8810555072067465,out_of_bounds,True,5.007604937975797,0.0,0.0,1.7409690121800656,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,velocity,post_controller_hold,False,,0.1478,0.0,not_attempted,0.0,False
-15.0,1,87.070372,False,5.156019129655634,True,False,1.8858512107165464,out_of_bounds,True,4.9610014836848775,0.0,0.0,1.7205037747030387,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,velocity,post_controller_hold,False,,0.1515,0.0,not_attempted,0.0,False
-15.0,1,120.657908,False,5.156099341754383,True,False,1.887534153674694,out_of_bounds,True,4.9989030088517445,0.0,0.0,1.7163198000555024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,velocity,post_controller_hold,False,,0.1283,0.0,not_attempted,0.0,False
-15.0,1,147.333724,False,1.3741538184284015,True,False,2.5424960035466233,out_of_bounds,True,0.8534684787042117,0.0,0.0,1.6890275248424116,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,velocity,post_controller_hold,False,,0.089,0.0,not_attempted,0.0,False
-15.0,1,159.570637,False,1.2841473708962885,True,False,0.7943732410246239,out_of_bounds,True,0.8194673916912468,0.0,0.0,1.6115246997450812,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,velocity,post_controller_hold,False,,0.0626,0.0,not_attempted,0.0,False
-15.0,1,175.404784,False,1.2538786212313862,False,True,0.84355328799773,unsafe_low_altitude,True,0.7721570393432022,0.0,0.0,1.6133374480638198,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,velocity,post_controller_hold,False,,0.0619,0.0,not_attempted,0.0,False
-15.0,1,189.046414,False,1.3153157614888626,True,False,0.7455671167288552,out_of_bounds,True,0.8708847183543674,0.0,0.0,1.6142795758731194,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,velocity,post_controller_hold,False,,0.0631,0.0,not_attempted,0.0,False
-15.0,1,203.08141,False,6.453263123545529,True,False,0.7971271205972651,out_of_bounds,True,7.075204960646945,0.0,0.0,1.6152915236632026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,velocity,post_controller_hold,False,,0.0633,0.0,not_attempted,0.0,False
-15.0,1,226.635344,False,6.453099673693376,True,False,0.7984479200503557,out_of_bounds,True,7.073832531636125,0.0,0.0,1.6082630620114102,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,simulator_service,service_success,True,,0.0029,0.0,service_success,0.0,False
