#{"t_start": 1782820661.6179502, "env_id": "None"}
r,l,t,is_success,final_distance,is_out_of_bounds,is_unsafe_low_altitude,altitude,terminal_reason,physical_displacement,path_length,max_physical_displacement,min_altitude,motion_command_steps,motion_command_accepted_steps,motion_command_acceptance_rate,reset_method,reset_path,reset_service_attempted
-23.593092,200,38.989225,False,2.2955525331527142,False,False,3.285967936865275,max_steps,3.1720238139471326,10.614196122329414,3.4925314313803013,0.9429406869204959,200,200,1.0,simulator_service,service_success,True
-22.929691,30,51.335337,False,2.4295670241761336,False,True,0.4974904458697967,unsafe_low_altitude,1.4410331529137668,1.8389524784379165,1.4410331529137668,0.4974904458697967,30,30,1.0,velocity,post_controller_hold,False
-22.360704,31,64.78775,False,2.9236708230488513,False,True,0.7013367579238887,unsafe_low_altitude,1.371368107564763,1.675217380415451,1.371368107564763,0.7013367579238887,31,31,1.0,velocity,post_controller_hold,False
-16.343431,12,78.445652,False,1.744441798497267,False,True,0.6010489630929672,unsafe_low_altitude,0.6141876324790141,0.6643257591020348,0.6141876324790141,0.6010489630929672,12,12,1.0,velocity,post_controller_hold,False
-15.048588,6,91.948309,False,1.679183446324949,False,True,0.6794144573736178,unsafe_low_altitude,0.404012132148891,0.404012132148891,0.404012132148891,0.6794144573736178,6,6,1.0,velocity,post_controller_hold,False
-25.121452,37,108.58737,False,2.851073458547874,False,True,0.41137244808272255,unsafe_low_altitude,1.0143152632360861,1.4382434446960133,1.0143152632360861,0.41137244808272255,37,37,1.0,velocity,post_controller_hold,False
-68.57067,200,146.248254,False,3.4765309317601694,False,False,3.2059254890264186,max_steps,4.748697780179382,13.212848448996773,4.934871839311536,1.0931026179270298,200,200,1.0,velocity,post_controller_hold,False
-38.80304,200,184.054981,False,2.1487241657873124,False,False,2.0661766285296017,max_steps,3.7452137430533514,8.178226570588494,3.7452137430533514,1.0514374465412275,200,200,1.0,velocity,post_controller_hold,False
-18.700489,14,204.873191,False,2.4139979249566013,False,True,0.7492370909870129,unsafe_low_altitude,0.5801062422680098,0.8639410118998123,0.5801062422680098,0.7492370909870129,14,14,1.0,velocity,post_controller_hold,False
-82.18016,200,247.318132,False,4.550163568649905,False,False,4.393865079617368,max_steps,3.5491942800246976,12.128547208460523,3.5491942800246976,1.026790684071194,200,200,1.0,velocity,post_controller_hold,False
-29.331478,50,274.839789,False,2.3039861786531235,False,True,0.5019901880733351,unsafe_low_altitude,1.9179510618111246,2.872542095217246,1.9179510618111246,0.5019901880733351,50,50,1.0,velocity,post_controller_hold,False
-40.580452,99,306.810796,False,1.0338829895203927,False,True,0.2706730074168424,unsafe_low_altitude,1.6305006660948118,3.460556015784582,1.6305006660948118,0.2706730074168424,99,99,1.0,velocity,post_controller_hold,False
-70.29274,200,353.48021,False,4.80671234126428,False,False,2.5744468614269485,max_steps,3.382498029204693,12.60329189159334,3.809735067402623,0.8766805923178843,200,200,1.0,velocity,post_controller_hold,False
-33.57075,42,382.515385,False,1.9009595510274706,False,True,0.2680049904041773,unsafe_low_altitude,0.8312220656901319,2.3393998712615174,0.8668205968285596,0.2680049904041773,42,42,1.0,velocity,post_controller_hold,False
-33.298588,45,411.289469,False,3.498347303540271,False,True,0.7067702021405741,unsafe_low_altitude,1.542095409073231,2.17582852935394,1.542095409073231,0.7067702021405741,45,45,1.0,velocity,post_controller_hold,False
-26.253868,28,439.505119,False,3.017085330101024,False,True,0.3099524964850151,unsafe_low_altitude,1.074580362092627,1.2724661703521107,1.074580362092627,0.3099524964850151,28,28,1.0,velocity,post_controller_hold,False
-22.435877,30,473.545595,False,2.6335731563813836,False,True,0.5253852809459921,unsafe_low_altitude,1.1466068868328936,1.787862583511613,1.1466068868328936,0.5253852809459921,30,30,1.0,velocity,post_controller_hold,False
-18.594591,10,511.439254,False,1.9229882606897835,False,True,0.3363850711886796,unsafe_low_altitude,0.7945436370147474,0.7945436370147474,0.7945436370147474,0.3363850711886796,10,10,1.0,velocity,post_controller_hold,False
