#{"t_start": 1782847115.333043, "env_id": "None"}
r,l,t,is_success,final_distance,is_out_of_bounds,is_unsafe_low_altitude,altitude,terminal_reason,physical_displacement,path_length,max_physical_displacement,min_altitude,motion_command_steps,motion_command_accepted_steps,motion_command_acceptance_rate,reset_method,reset_path,reset_service_attempted,reset_failure_class,reset_position_error,reset_yaw_error,reset_service_status,vertical_safety_penalty,low_altitude_guard_active
-4.863122,80,26.144965,False,0.5045228769770634,False,False,2.0684653619659756,max_steps,0.5625122136089571,1.676757748123566,0.5769199639454381,1.6021356542608627,80,80,1.0,simulator_service,service_success,True,,0.0,0.0,service_success,0.0,False
-5.490983,80,47.244272,False,0.8913506126723524,False,False,2.3405128344895036,max_steps,0.682016113991407,1.427083739107599,0.682016113991407,1.6602253672052112,80,80,1.0,velocity,post_controller_hold,False,,0.07,0.0222,not_attempted,0.0,False
-5.341065,80,68.292865,False,0.4853130620048467,False,False,1.8673656235359744,max_steps,0.4959374808615116,1.6124495623755035,0.7088371006173421,1.6231984369135444,80,80,1.0,velocity,post_controller_hold,False,,0.0615,0.0146,not_attempted,0.0,True
-7.841129,80,92.364484,False,0.7341832106139126,False,False,2.0185376078488564,max_steps,0.33857788571435066,1.8791212770601577,0.5122802972614633,1.6968663316614518,80,80,1.0,velocity,post_controller_hold,False,,0.1019,0.0234,not_attempted,0.0,False
-10.45128,80,117.811724,False,0.7425248843641784,False,False,2.2813391028629986,max_steps,1.041609581352709,1.7807832565950363,1.041609581352709,1.570605703089806,80,80,1.0,velocity,post_controller_hold,False,,0.0315,0.0004,not_attempted,0.0,False
-6.036671,80,138.653392,False,0.8153324453848914,False,False,2.0050132084280023,max_steps,1.27306664589131,3.0317953288157145,1.3367369936613205,1.6064646365467108,80,80,1.0,velocity,post_controller_hold,False,,0.1329,0.0529,not_attempted,0.0,False
-9.1146145,80,169.954047,False,1.228203867360952,False,False,2.6794703463201195,max_steps,1.3362052093042698,2.4129668175630368,1.3362052093042698,1.6009632997059347,80,80,1.0,velocity,post_controller_hold,False,,0.0193,0.0579,not_attempted,0.0,False
-15.1705065,80,200.343927,False,0.8991419096607886,False,False,2.061769531793872,max_steps,1.3352935171748468,2.100503200012889,1.3352935171748468,1.5616841467818507,80,80,1.0,velocity,post_controller_hold,False,,0.1915,0.0433,not_attempted,0.0,False
-24.893494,80,230.780081,False,1.1015850915982417,False,False,2.4925487999785787,max_steps,1.011776640332983,2.0565289853167363,1.0663254033292286,1.5336794254966668,80,80,1.0,velocity,post_controller_hold,False,,0.143,0.0336,not_attempted,0.0,False
-9.397567,80,263.09454,False,1.0403519069078508,False,False,2.021897528460702,max_steps,0.5592307532656164,1.8604466560671866,0.6187121902015139,1.6408048312999615,80,80,1.0,velocity,post_controller_hold,False,,0.1096,0.0012,not_attempted,0.0,False
-13.485961,80,299.489721,False,1.359717597747472,False,False,2.638964162466584,max_steps,1.108026955465418,2.2267804800635225,1.3717148718834211,1.594079439681127,80,80,1.0,velocity,post_controller_hold,False,,0.1714,0.0365,not_attempted,0.0,False
-50.72248,80,341.937528,False,0.8964528853129439,False,False,2.2357445429009672,max_steps,0.7411791384799256,1.713171122330046,0.7411791384799256,1.5076253998501221,80,80,1.0,velocity,post_controller_hold,False,,0.1022,0.2074,not_attempted,0.0,False
-11.30987,80,383.328522,False,1.6433370005486965,False,False,2.153144841002318,max_steps,1.104375565188778,1.9770491998069912,1.104375565188778,1.5886935435715708,80,80,1.0,velocity,post_controller_hold,False,,0.1709,0.0362,not_attempted,0.0,False
-13.126634,80,425.038907,False,1.115058218521748,False,False,2.563264627420475,max_steps,1.1315663142996253,3.11401071953039,1.5341131587806274,1.5736394768995818,80,80,1.0,velocity,post_controller_hold,False,,0.174,0.0156,not_attempted,0.0,False
19.893738,1,457.936523,True,0.343204528619311,False,False,1.5966683999479918,success,0.0,0.0,0.0,1.5966683999479918,1,1,1.0,velocity,post_controller_hold,False,,0.1569,0.0007,not_attempted,-0.06663200104016553,False
-11.172312,80,508.72395,False,1.1062050683876359,False,False,2.587184866760726,max_steps,1.2561240171460502,1.87638953374044,1.2561240171460502,1.6244663713635377,80,80,1.0,velocity,post_controller_hold,False,,0.076,0.0402,not_attempted,0.0,False
-9.729855,80,566.481441,False,0.9794908567386388,False,False,2.5292788409530007,max_steps,0.9549267247819323,1.4771589334037698,0.9549267247819323,1.6153911485236576,80,80,1.0,velocity,post_controller_hold,False,,0.1012,0.0718,not_attempted,0.0,False
-5.6543765,80,617.540807,False,1.130942484710372,False,False,2.5544803800309244,max_steps,1.1059066511178597,1.7440354233944695,1.1059066511178597,1.6034778292629126,80,80,1.0,velocity,post_controller_hold,False,,0.042,0.1096,not_attempted,0.0,False
