#{"t_start": 1782926187.6290636, "env_id": "None"}
r,l,t,is_success,final_distance,is_out_of_bounds,is_unsafe_low_altitude,altitude,terminal_reason,physical_displacement,path_length,max_physical_displacement,min_altitude,motion_command_steps,motion_command_accepted_steps,motion_command_acceptance_rate,mean_action_norm,max_action_norm,mean_xy_action_norm,max_xy_action_norm,last_action_vx,last_action_vy,last_action_vz,last_action_vyaw,reset_method,reset_path,reset_service_attempted,reset_failure_class,reset_position_error,reset_yaw_error,reset_service_status,vertical_safety_penalty,low_altitude_guard_active
-4.793236,80,24.719763,False,0.5186262914107259,False,False,2.0842610683648815,max_steps,0.5792579959869993,1.731675709324254,0.5792579959869993,1.5990790158494879,80,80,1.0,0.2644144041448129,0.504991488212447,0.16142680944111648,0.44924864136877607,-0.03991628438234329,-0.10830426216125488,0.16884243488311768,0.1191486120223999,simulator_service,service_success,True,,0.0,0.0,service_success,0.0,False
