#{"t_start": 1782834443.1403131, "env_id": "None"}
r,l,t,is_success,final_distance,is_out_of_bounds,is_unsafe_low_altitude,altitude,terminal_reason,physical_displacement,path_length,max_physical_displacement,min_altitude,motion_command_steps,motion_command_accepted_steps,motion_command_acceptance_rate,reset_method,reset_path,reset_service_attempted,vertical_safety_penalty,low_altitude_guard_active
-24.220514,200,39.395956,False,2.3900490308951743,False,False,3.9765063698758603,max_steps,3.276624936326217,11.149092722601097,3.641743606033605,1.5728803470726067,200,200,1.0,simulator_service,service_success,True,0.0,False
-107.976326,200,74.397235,False,3.2674135635153436,False,False,3.7011116954882968,max_steps,3.3632855161495763,15.027353425026334,3.539093746449942,1.3200583249935718,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-68.90137,182,113.339087,False,4.129059285060056,True,False,2.227502405693116,out_of_bounds,5.980024260505597,12.672784303185725,5.980024260505597,1.4330746619403794,182,182,1.0,velocity,post_controller_hold,False,0.0,False
-61.769875,186,154.597555,False,4.609960030233966,True,False,4.684565987117382,out_of_bounds,6.278468836006274,15.045248531832504,6.278468836006274,1.5942906358963462,186,186,1.0,velocity,post_controller_hold,False,0.0,False
-75.74159,200,196.10404,False,4.156596331346605,False,False,3.863774129195718,max_steps,3.2709629688341835,11.504208256762551,3.2709629688341835,1.4893123389281135,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-89.81352,200,233.240246,False,1.8238974736140623,False,False,3.115221719444967,max_steps,1.9400984911420858,10.129880578810793,2.0867489048317798,1.269196542973181,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-97.53649,200,275.75478,False,5.033309951752538,False,False,2.187831139645753,max_steps,3.2278231252975207,14.119070903505838,4.049585722085423,1.5698757895987692,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-262.90793,200,319.180537,False,4.0558059671565845,False,False,1.8878585577329485,max_steps,2.6880736962350844,14.783006849958571,4.580524586418133,1.031490343005538,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-25.24187,200,361.301076,False,0.7641553094696252,False,False,2.2995030220839703,max_steps,2.2954708771968173,8.47283747293604,3.875917491630161,1.5937242771879925,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-71.823204,200,415.250041,False,2.675454676707772,False,False,2.7303849326370324,max_steps,1.5655743018136563,11.910609174145218,1.6355625398975033,1.3454026157039913,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-106.76962,166,468.322663,False,8.342322196380938,True,False,5.164050996234314,out_of_bounds,7.134584545449422,12.559614523548134,7.134584545449422,1.4635492081930204,166,166,1.0,velocity,post_controller_hold,False,0.0,False
-17.206867,22,493.908134,False,2.0188675287392703,False,True,0.9127553942969059,unsafe_low_altitude,0.8283959790825083,1.074701989572911,0.8283959790825083,0.9127553942969059,22,22,1.0,velocity,post_controller_hold,False,0.0,False
-95.41306,200,541.877775,False,0.9608154364371434,False,False,1.8650996974589287,max_steps,1.6429068236178523,5.964928788105928,1.6429068236178523,1.1350011400438325,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-24.284838,26,576.545264,False,3.5260031590059366,False,True,0.9493495933355225,unsafe_low_altitude,1.7002219336550897,1.8410536494412955,1.7002219336550897,0.9493495933355225,26,26,1.0,velocity,post_controller_hold,False,0.0,False
-155.27243,200,640.08938,False,3.459913742881801,False,False,2.749495253989895,max_steps,1.7210167259597258,9.96618051831222,2.2437705117685263,1.0044078174789717,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-33.058277,200,694.683916,False,0.5560425948325173,False,False,1.796993525398604,max_steps,1.7760475910931597,5.22656458647969,1.960096358415857,1.4156765422622761,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-94.854904,200,760.640832,False,3.6975170842092835,False,False,2.4516241056143095,max_steps,2.513268604671825,12.256076450647761,4.474988762802335,1.5914369020106889,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-20.86745,32,809.362945,False,2.698403269101728,False,True,0.9221736316104178,unsafe_low_altitude,1.227805260573473,1.5141746987581495,1.227805260573473,0.9221736316104178,32,32,1.0,velocity,post_controller_hold,False,0.0,False
-37.561344,60,846.944533,False,2.376451594585275,False,True,0.8498085428496533,unsafe_low_altitude,0.6336924000450127,2.5333992772683973,0.9338811561298671,0.8498085428496533,60,60,1.0,velocity,post_controller_hold,False,0.0,False
