#{"t_start": 1782831564.610909, "env_id": "None"}
r,l,t,is_success,final_distance,is_out_of_bounds,is_unsafe_low_altitude,altitude,terminal_reason,physical_displacement,path_length,max_physical_displacement,min_altitude,motion_command_steps,motion_command_accepted_steps,motion_command_acceptance_rate,reset_method,reset_path,reset_service_attempted,vertical_safety_penalty,low_altitude_guard_active
-18.543068,200,37.443446,False,2.251260164366523,False,False,3.843763241853955,max_steps,3.1231521611179263,11.190162094920701,3.5679484972872255,1.5714619681423467,200,200,1.0,simulator_service,service_success,True,0.0,False
-125.82881,200,72.856237,False,3.680773015265668,False,False,3.7188547144605963,max_steps,3.437862758533018,15.89162695432003,3.8219364786951506,1.2848745047697383,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-62.663223,189,110.94181,False,3.4477446183652103,True,False,2.338028946257504,out_of_bounds,5.300437095306652,10.450144888084958,5.300437095306652,1.4826154041082675,189,189,1.0,velocity,post_controller_hold,False,0.0,False
-28.171333,200,149.138374,False,1.3540305997352706,False,False,2.5262658824769297,max_steps,2.9987859555852845,9.652101270263822,3.116993925152813,1.4797211500755496,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-50.058502,200,184.551203,False,2.352166880735317,False,False,1.651940272733327,max_steps,2.7275738234007663,9.6270542583885,2.7275738234007663,1.453901598267997,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-51.718674,200,220.925745,False,0.9127526357964586,False,False,2.439796158453057,max_steps,1.966872642300013,6.2063159505347585,1.966872642300013,1.3935123297040788,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-72.89864,200,264.232527,False,4.897550777024012,False,False,3.1562478581219042,max_steps,2.9876188800926715,12.947741047442292,3.095581794287058,1.5883630177256993,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-89.777084,200,309.257589,False,2.932669781831916,False,False,3.5306090290861767,max_steps,2.3511927021418795,12.178442174100235,3.6353658546011496,1.2839179880811638,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-29.574198,200,351.539529,False,0.8942743923585789,False,False,2.3462870781096123,max_steps,2.5939664754134473,9.039995695695469,3.805354904951965,1.4792572328043692,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-91.273834,200,395.202402,False,2.390280580442905,False,False,2.2327554575441253,max_steps,1.1603253930233413,9.434091204678825,2.0199217170635455,1.3682781438545994,200,200,1.0,velocity,post_controller_hold,False,0.0,False
