#{"t_start": 1783218876.1774445, "env_id": "None"}
r,l,t,is_success,final_distance,is_out_of_bounds,is_unsafe_low_altitude,altitude,terminal_reason,terminal_stop_command_accepted,terminal_yaw_error,terminal_yaw_penalty,physical_displacement,path_length,max_physical_displacement,min_altitude,motion_command_steps,motion_command_accepted_steps,motion_command_acceptance_rate,mean_action_norm,max_action_norm,mean_xy_action_norm,max_xy_action_norm,last_action_vx,last_action_vy,last_action_vz,last_action_vyaw,reset_method,reset_path,reset_service_attempted,reset_failure_class,reset_position_error,reset_yaw_error,reset_service_status,vertical_safety_penalty,low_altitude_guard_active,bounds_guard_active
-5.125826,125,44.711927,True,0.3691985881643377,False,False,1.7617545634052578,success,True,0.14997112403633883,1.4997112403633883,1.1348576450492984,17.98263059723016,2.2185229569741862,0.9483149118861004,125,125,1.0,1.523799772435882,1.793711581496792,0.6434465781560293,0.7071067811865476,0.5,0.5,-0.5,1.0866261720657349,simulator_service,service_success,True,,0.0736,1.123,service_success,0.0,False,True
2.088746,99,72.012638,True,0.3852960070637936,False,False,1.212111291470944,success,True,0.3258254348586702,3.258254348586702,0.8414993293264379,13.853490992102385,2.499293534249258,1.0033342375253618,99,99,1.0,1.4375581026351576,1.793711581496792,0.6378137772346887,0.7071067811865476,0.4894007742404938,-0.5,-0.5,-0.5154295563697815,velocity,post_controller_hold,False,,0.1202,1.1198,not_attempted,0.0,False,False
15.249938,15,85.318521,True,0.388037315208231,False,False,1.3257340382273148,success,True,0.33568788565717383,3.3568788565717385,1.1671249999630267,1.902160984521874,1.1671249999630267,1.1560518280515673,15,15,1.0,1.1250345860346103,1.4760842480605543,0.4773139248256989,0.7071067811865476,-0.03227017819881439,-0.10928130149841309,-0.5,1.384139060974121,velocity,post_controller_hold,False,,0.1473,0.1495,not_attempted,0.0,False,False
-20.082184,154,123.235163,True,0.39059177132368755,False,False,1.8858564793451678,success,True,0.4224498924399639,4.224498924399639,3.120623643510363,23.036836397433163,3.120623643510363,1.0747961798034529,154,154,1.0,1.5119414490715581,1.793711581496792,0.6558280730969073,0.7071067811865476,0.5,-0.5,-0.5,0.46232280135154724,velocity,post_controller_hold,False,,0.1782,1.8977,not_attempted,0.0,False,False
-56.539913,200,180.213205,False,3.524395379385858,False,False,1.2896902858974557,max_steps,True,0.09936907431811,0.0,5.115645391015939,30.35906246260199,5.1769586058781,1.0002004779697673,200,200,1.0,1.562993825087579,1.793711581496792,0.6591082272052726,0.7071067811865476,0.5,0.5,0.5,-1.5707963705062866,velocity,post_controller_hold,False,,0.1814,0.504,not_attempted,0.0,True,False
-37.214428,200,235.357865,False,1.7887782203349378,False,False,1.7918606822320295,max_steps,True,0.05149889092559129,0.0,4.282496269505065,30.91505733013994,4.654691232898838,1.0469013688680948,200,200,1.0,1.559244260894963,1.793711581496792,0.6719619297015327,0.7071067811865476,0.5,-0.5,0.5,-1.5707963705062866,velocity,post_controller_hold,False,,0.201,1.0059,not_attempted,0.0,False,False
-39.163624,200,282.959068,False,1.4699521752904923,False,False,1.360348618211785,max_steps,True,0.31445946026922617,0.0,2.2255549285788154,30.16424096804414,4.501079456448461,0.9888782823591461,200,200,1.0,1.4346695901629836,1.793711581496792,0.649822878877738,0.7071067811865476,0.5,0.5,0.5,1.5707963705062866,velocity,post_controller_hold,False,,0.2146,1.6804,not_attempted,0.0,False,False
-26.752077,160,326.161722,True,0.3831390783455049,False,False,1.833447198338817,success,True,0.2998039523638133,2.998039523638133,2.667236964054065,24.812821028555533,4.411715305731922,1.2001231453810028,160,160,1.0,1.5267052281211384,1.793711581496792,0.6829011429093023,0.7071067811865476,-0.5,-0.5,0.5,1.5707963705062866,velocity,post_controller_hold,False,,0.1635,0.3477,not_attempted,0.0,False,False
-5.8747387,109,359.190539,True,0.35593870916972425,False,False,1.3580793084131308,success,True,0.18665237931697384,1.8665237931697385,2.1830607431514095,16.90880284935297,4.316847476592708,1.0417355372500652,109,109,1.0,1.5799642897297397,1.793711581496792,0.6763708613199063,0.7071067811865476,0.5,0.5,-0.2297637015581131,-1.5707963705062866,velocity,post_controller_hold,False,,0.1724,1.3897,not_attempted,0.0,False,False
-17.632086,192,410.598296,True,0.34190972673158765,False,False,1.6448027644074643,success,True,0.19084508752225623,1.9084508752225624,2.445832083424177,27.9525504320897,4.577197246905415,0.9698463843435131,192,192,1.0,1.5309243040285196,1.793711581496792,0.6625308640623918,0.7071067811865476,0.3162897229194641,-0.268110066652298,0.5,-0.26404061913490295,velocity,post_controller_hold,False,,0.2121,2.1612,not_attempted,0.0,False,False
