#{"t_start": 1783088588.1534233, "env_id": "None"}
r,l,t,is_success,final_distance,is_out_of_bounds,is_unsafe_low_altitude,altitude,terminal_reason,terminal_stop_command_accepted,physical_displacement,path_length,max_physical_displacement,min_altitude,motion_command_steps,motion_command_accepted_steps,motion_command_acceptance_rate,mean_action_norm,max_action_norm,mean_xy_action_norm,max_xy_action_norm,last_action_vx,last_action_vy,last_action_vz,last_action_vyaw,reset_method,reset_path,reset_service_attempted,reset_failure_class,reset_position_error,reset_yaw_error,reset_service_status,vertical_safety_penalty,low_altitude_guard_active
-15.0,1,31.364929,False,4.060865261824572,True,False,1.8968614912607626,out_of_bounds,True,4.993302651198217,0.0,0.0,1.744098710078402,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,velocity,post_controller_hold,False,,0.1557,0.0,not_attempted,0.0,False
-15.0,1,57.179949,False,6.05688719362187,True,False,1.8887788264462888,out_of_bounds,True,4.954144607376209,0.0,0.0,1.7253069659822164,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,velocity,post_controller_hold,False,,0.1594,0.0,not_attempted,0.0,False
-15.0,1,84.249893,False,5.156371305558684,True,False,1.8926825978221908,out_of_bounds,True,4.986238834699534,0.0,0.0,1.7203565471247455,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,velocity,post_controller_hold,False,,0.1376,0.0,not_attempted,0.0,False
-15.0,1,92.67588,False,5.1065699397602415,True,False,1.87759059235608,out_of_bounds,True,5.007873953980922,5.007873953980922,5.007873953980922,1.6035260736155619,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,velocity,post_controller_hold,False,,0.0608,0.0,not_attempted,0.0,False
-15.0,1,111.523187,False,5.156791141580498,True,False,1.899991463017027,out_of_bounds,True,5.01859776519423,0.0,0.0,1.7463431285115263,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,velocity,post_controller_hold,False,,0.1502,0.0,not_attempted,0.0,False
-15.0,1,131.888584,False,1.3743075024190121,True,False,2.542720059829631,out_of_bounds,True,0.8129002501967331,0.0,0.0,1.729819809632898,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,velocity,post_controller_hold,False,,0.1298,0.0,not_attempted,0.0,False
-15.0,1,141.608009,False,1.2958105199035514,True,False,0.7759096338865142,out_of_bounds,True,0.8335303722766574,0.0,0.0,1.607236084279115,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,velocity,post_controller_hold,False,,0.061,0.0,not_attempted,0.0,False
-15.0,1,171.630248,False,1.253021784027789,False,True,0.844974443573246,unsafe_low_altitude,True,0.7665443456009913,0.0,0.0,1.6091217693501096,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,velocity,post_controller_hold,False,,0.0613,0.0,not_attempted,0.0,False
-15.0,1,181.767856,False,1.3270878937152724,True,False,0.7275538921856086,out_of_bounds,True,0.8861191378765961,0.0,0.0,1.611599848672512,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,velocity,post_controller_hold,False,,0.0617,0.0,not_attempted,0.0,False
-15.0,1,192.292998,False,6.455522238048489,True,False,0.7791668146453442,out_of_bounds,True,7.077340415832486,0.0,0.0,1.6100574511827583,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,velocity,post_controller_hold,False,,0.0614,0.0,not_attempted,0.0,False
-15.0,1,219.73697,False,6.452948723397719,True,False,0.7996580563328572,out_of_bounds,True,7.137752783228542,0.0,0.0,1.6055643486041202,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,velocity,post_controller_hold,False,,0.1307,0.7398,not_attempted,0.0,False
-15.0,1,230.870413,False,6.462621879150905,True,False,2.4749180324762117,out_of_bounds,True,7.080324388179791,0.0,0.0,1.6132326917104445,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,velocity,post_controller_hold,False,,0.0629,0.0,not_attempted,0.0,False
-15.0,1,242.294151,False,7.853676906970695,True,False,0.7752328248813426,out_of_bounds,True,7.163065781476156,0.0,0.0,1.6125491572858701,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,velocity,post_controller_hold,False,,0.0618,0.0,not_attempted,0.0,False
-15.0,1,253.823948,False,7.860716206470848,True,False,2.4893026911169716,out_of_bounds,True,7.168483036331044,0.0,0.0,1.6126993667765537,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,velocity,post_controller_hold,False,,0.0628,0.0,not_attempted,0.0,False
-15.0,1,265.946901,False,7.853652829678059,True,False,0.7754620957395902,out_of_bounds,True,7.163991537653058,0.0,0.0,1.6148136611067687,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,velocity,post_controller_hold,False,,0.0632,0.0,not_attempted,0.0,False
