#{"t_start": 1783117055.9462988, "env_id": "None"}
r,l,t,is_success,final_distance,is_out_of_bounds,is_unsafe_low_altitude,altitude,terminal_reason,terminal_stop_command_accepted,terminal_yaw_error,terminal_yaw_penalty,physical_displacement,path_length,max_physical_displacement,min_altitude,motion_command_steps,motion_command_accepted_steps,motion_command_acceptance_rate,mean_action_norm,max_action_norm,mean_xy_action_norm,max_xy_action_norm,last_action_vx,last_action_vy,last_action_vz,last_action_vyaw,reset_method,reset_path,reset_service_attempted,reset_failure_class,reset_position_error,reset_yaw_error,reset_service_status,vertical_safety_penalty,low_altitude_guard_active
-41.8686,52,4659.781644,False,5.453240181145364,True,False,0.6651260502222038,out_of_bounds,True,0.5491537221686776,0.0,2.5096170863297136,5.613111619297207,2.5945572149720744,0.6651260502222038,52,52,1.0,1.1001446095538716,1.633491296501505,0.6009567184307983,0.7071067811865476,-0.5,0.5,-0.5,-0.7604517340660095,simulator_service,service_success,True,,0.009,0.0,service_success,0.0,False
-24.892853,15,4678.270787,False,5.711476483947577,True,False,0.7059910363215364,out_of_bounds,True,0.9362269793506746,0.0,1.933100736460725,2.1766260271447,1.933100736460725,0.7059910363215364,15,15,1.0,1.4171024284374392,1.7863157817306785,0.6507050336690338,0.7071067811865476,-0.39955127239227295,-0.5,0.5,-0.12459290772676468,simulator_service,service_success,True,,0.0077,0.0,service_success,0.0,False
-23.2407,15,4700.981343,False,6.183099903898447,True,False,2.691611863002605,out_of_bounds,True,0.8013696893125938,0.0,1.7350126987576244,2.0879689861663953,1.7350126987576244,1.6262036206329396,15,15,1.0,1.270499945756856,1.7616550740028156,0.6752263195623708,0.7071067811865476,-0.5,-0.5,0.2893522381782532,1.4494823217391968,simulator_service,service_success,True,,0.0074,0.0,service_success,0.0,False
-20.39305,17,4719.879575,False,4.075807950286546,True,False,1.4513454855136998,out_of_bounds,True,0.144799189224539,0.0,1.6991100785810211,2.1936349516291562,1.6991100785810211,1.3428102825585646,17,17,1.0,1.0402027852065825,1.3708801692855312,0.6187400094235197,0.7071067811865476,-0.21890877187252045,-0.2944140136241913,-0.12060263752937317,-1.31535804271698,simulator_service,service_success,True,,0.0076,0.0003,service_success,0.0,False
-24.352232,15,4738.460525,False,6.208107436389518,True,False,2.788015435548479,out_of_bounds,True,0.6485530026256909,0.0,1.3602414326431038,2.1043120587853936,1.3602414326431038,1.4295278792672865,15,15,1.0,1.0181935241699502,1.793711581496792,0.651803890977135,0.7071067811865476,0.5,0.5,-0.5,-1.5707963705062866,simulator_service,service_success,True,,0.0077,0.0001,service_success,0.0,False
-22.440472,30,4760.079575,False,2.5573454136945677,True,False,3.1624329284926276,out_of_bounds,True,0.1753653752905658,0.0,2.8002074557722447,4.2815751019931225,2.8002074557722447,1.0519069920917152,30,30,1.0,1.1408571288730875,1.7779874767394857,0.5900111437565698,0.7071067811865476,-0.5,0.06651727855205536,0.5,0.646780252456665,simulator_service,service_success,True,,0.0083,0.0003,service_success,0.0,False
-20.82618,37,4783.210898,False,1.0936900201750686,True,False,2.6405768773601306,out_of_bounds,True,0.7191525742537159,0.0,2.0886843739724767,3.3797649228608373,2.0886843739724767,1.6477697312921342,37,37,1.0,0.7810120580762411,1.2681037665596318,0.5352500352106275,0.7071067811865476,0.029571102932095528,0.42558205127716064,0.40966111421585083,0.15576297044754028,simulator_service,service_success,True,,0.0077,0.0,service_success,0.0,False
-22.0,8,4800.500971,False,9.356802838009639,True,False,2.5501207687271883,out_of_bounds,True,0.4653580264228091,0.0,0.8696550706960923,0.8696550706960923,0.8696550706960923,1.9352174173304801,8,8,1.0,1.0073336609554058,1.0698340988968695,0.6055702010617076,0.7071067811865476,-0.5,-0.5,0.5,0.628128170967102,simulator_service,service_success,True,,0.0077,0.0,service_success,0.0,False
-27.383698,44,4825.30609,False,4.268134737818375,True,False,0.6722379261325007,out_of_bounds,True,0.8338109865978514,0.0,2.8618255288304595,5.551876296248956,2.8618255288304595,0.6722379261325007,44,44,1.0,0.9538108991423851,1.7224275233945656,0.6416442019677134,0.7071067811865476,-0.5,-0.5,-0.5,-0.3438531756401062,simulator_service,service_success,True,,0.0077,0.0,service_success,0.0,False
-44.0,30,4847.103958,False,9.753196550069442,True,False,3.013361324176214,out_of_bounds,True,0.5862997730656848,0.0,1.9963008977147445,3.5137577800639224,1.9963008977147445,1.8072207859641716,30,30,1.0,1.5813288878601914,1.793711581496792,0.5991239774235183,0.7071067811865476,0.5,0.5,0.5,1.5707963705062866,simulator_service,service_success,True,,0.0076,0.0,service_success,0.0,False
-30.381014,37,4873.477484,False,5.585996179272614,False,True,0.8089767797059976,unsafe_low_altitude,True,0.3310676831608143,0.0,4.268691783137347,4.704783948877033,4.268691783137347,0.8089767797059976,37,37,1.0,1.1633119037764645,1.7763275589602945,0.6351874455277213,0.7071067811865476,0.5,0.4365305006504059,-0.5,1.110328197479248,simulator_service,service_success,True,,0.0075,0.0001,service_success,0.0,False
-38.96521,30,4895.517524,False,6.956808532749574,True,False,2.9381288832545756,out_of_bounds,True,0.8456609009361303,0.0,2.531339704635178,4.060388361693219,2.531339704635178,1.382101741640081,30,30,1.0,1.470231072688743,1.793711581496792,0.6048917718266676,0.7071067811865476,-0.5,0.019302183762192726,-0.5,-0.01695178635418415,simulator_service,service_success,True,,0.0088,0.0,service_success,0.0,False
