#{"t_start": 1782829764.8339338, "env_id": "None"}
r,l,t,is_success,final_distance,is_out_of_bounds,is_unsafe_low_altitude,altitude,terminal_reason,physical_displacement,path_length,max_physical_displacement,min_altitude,motion_command_steps,motion_command_accepted_steps,motion_command_acceptance_rate,reset_method,reset_path,reset_service_attempted,vertical_safety_penalty,low_altitude_guard_active
-24.152895,200,38.52903,False,2.2907008064702126,False,False,3.8765454259384278,max_steps,3.201962832651328,10.647056959071248,3.49709530757276,1.563761209241494,200,200,1.0,simulator_service,service_success,True,0.0,False
-190.6724,192,72.153008,False,6.935820767266568,True,False,4.621093037209028,out_of_bounds,6.124133686831847,19.156024356409464,6.124133686831847,1.2370523334425951,192,192,1.0,velocity,post_controller_hold,False,0.0,False
-50.012672,200,105.462721,False,2.8518880001820355,False,False,2.334047993287017,max_steps,4.708782691176767,10.57827730998099,4.708782691176767,1.4313636273427028,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-26.621471,200,137.216441,False,1.8295635754858124,False,False,3.1784005979407195,max_steps,2.3569769185123164,9.407340634520539,2.717546514380931,1.4812835171356626,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-55.545647,200,169.606247,False,2.586639615911166,False,False,2.638696236954869,max_steps,2.9875819500231997,10.575900473695011,2.9875819500231997,1.4816931874334496,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-61.30382,200,204.621298,False,1.651217733438375,False,False,2.7683706085113124,max_steps,2.4364821826138763,8.071093343035752,2.4364821826138763,1.4325747644302997,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-46.128124,200,240.000426,False,3.1617942776493364,False,False,2.0915870141104445,max_steps,1.2076896932267274,10.23571570981489,1.88671501689219,1.637370588330602,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-147.64801,200,277.794853,False,4.330635229886264,False,False,2.905662755845937,max_steps,3.629859218610225,14.089710611698257,3.896665740213739,1.3220630885604212,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-33.828136,200,314.488926,False,0.7432267679311599,False,False,2.3018480729959983,max_steps,2.3528208878721597,9.40617587928462,3.8003014040434264,1.585408496080459,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-101.32627,200,356.973237,False,2.406994119567892,False,False,1.9232465924431,max_steps,0.546767428364224,11.461941585602895,1.982242995274498,1.3403752010699934,200,200,1.0,velocity,post_controller_hold,False,0.0,False
