#{"t_start": 1783094212.584979, "env_id": "None"}
r,l,t,is_success,final_distance,is_out_of_bounds,is_unsafe_low_altitude,altitude,terminal_reason,terminal_stop_command_accepted,physical_displacement,path_length,max_physical_displacement,min_altitude,motion_command_steps,motion_command_accepted_steps,motion_command_acceptance_rate,mean_action_norm,max_action_norm,mean_xy_action_norm,max_xy_action_norm,last_action_vx,last_action_vy,last_action_vz,last_action_vyaw,reset_method,reset_path,reset_service_attempted,reset_failure_class,reset_position_error,reset_yaw_error,reset_service_status,vertical_safety_penalty,low_altitude_guard_active
-15.666039,13,519.324863,False,1.0178677761043888,True,False,2.5165248880994557,out_of_bounds,True,1.038172994802466,1.067730677261374,1.038172994802466,1.6046011224629357,13,13,1.0,0.47458704316103983,0.5210301216767199,0.2062573460914982,0.32011920079220363,0.02662654221057892,-0.07094694674015045,0.5,0.12541908025741577,simulator_service,service_success,True,,0.0013,0.0,service_success,0.0,False
20.182821,21,529.93582,True,0.3878035581606405,False,False,1.8910235837128597,success,True,1.1495126278498877,1.4367093358585432,1.1495126278498877,1.6046887866203317,21,21,1.0,0.4616425617874186,0.7699213915640407,0.3240478362978381,0.5217358784209879,0.31550008058547974,0.4155334234237671,-0.43570539355278015,-0.311515212059021,simulator_service,service_success,True,,0.001,0.0001,service_success,0.0,False
-21.45351,37,543.65776,False,1.8890295154722383,True,False,2.5010822148768708,out_of_bounds,True,1.2791546319008806,3.030405839042556,1.2791546319008806,1.5611629702266685,37,37,1.0,0.5661905988945144,0.9806487719004473,0.3908165841221921,0.7071067811865476,-0.5,0.5,0.5,0.46007826924324036,velocity,post_controller_hold,False,,0.1677,0.451,not_attempted,0.0,False
5.5295334,28,557.466376,True,0.32319780502419504,False,False,1.3158406794626891,success,True,0.8400533479785797,2.7323005645575233,0.8953585659086806,1.1163396564042365,28,28,1.0,0.5807761223758309,0.9009057959116078,0.44417543649431085,0.6348073664462427,0.1293851137161255,0.5,0.5,0.011484887450933456,simulator_service,service_success,True,,0.0004,0.0,service_success,-1.716359786780837,False
-22.020325,55,575.080454,False,1.586033001149345,True,False,2.5142520873913163,out_of_bounds,True,1.4216624068338932,4.447797762219678,1.5321899713565483,1.5535929098279955,55,55,1.0,0.5038749259419278,0.8221626986761329,0.3472552896885312,0.7071067811865476,-0.5,-0.0022276933304965496,0.38240861892700195,-0.32849884033203125,velocity,post_controller_hold,False,,0.1974,1.3269,not_attempted,0.0,False
-56.945747,45,591.498404,True,0.33648581264214916,False,False,1.3786932388456088,success,True,0.7216590151888044,4.322244869970796,0.8723781140142358,1.0304248604429367,45,45,1.0,0.6385204625322839,1.0952909189786537,0.34113783306021245,0.656099356418746,0.5,-0.0854090079665184,-0.2708580195903778,-0.4301159679889679,simulator_service,service_success,True,,0.0013,0.0,service_success,0.0,False
-13.009506,10,600.712268,True,0.37425146296298334,False,False,1.4157103784262461,success,True,0.9318151668260876,1.2361003062974238,0.9318151668260876,1.081255721308247,10,10,1.0,0.7467167992260204,0.9835461787325415,0.5203922699058922,0.5441589511840639,0.16081447899341583,-0.5,0.5,0.6644560098648071,velocity,post_controller_hold,False,,0.1236,1.8283,not_attempted,-1.026933589078669,False
-49.02436,80,628.922351,False,4.264375951145292,False,False,1.7668454640625024,max_steps,True,4.258369748517098,9.474770150351175,4.258369748517098,1.115469536348803,80,80,1.0,0.7084960584113125,1.3104153847467366,0.5052199111267697,0.7071067811865476,-0.5,-0.21236738562583923,0.5,1.0826303958892822,velocity,post_controller_hold,False,,0.1142,1.9134,not_attempted,0.0,False
-54.93018,80,656.339303,False,3.0744931485746783,False,False,2.323956895201484,max_steps,True,2.508632952233082,11.559732905505003,2.508632952233082,1.1493544117799361,80,80,1.0,1.0217398683482226,1.793711581496792,0.6378104148050114,0.7071067811865476,0.5,-0.30942419171333313,0.0572747141122818,-0.21860861778259277,velocity,post_controller_hold,False,,0.1883,2.3076,not_attempted,0.0,False
14.855481,53,674.352819,True,0.3570694397282066,False,False,1.8626391986737032,success,True,1.1766651952433738,5.906634238028094,2.096408402991942,1.3169168638555238,53,53,1.0,0.7883046944172827,1.1990309174874985,0.49975213331733337,0.6508006962312914,0.3696458339691162,-0.5,-0.14134234189987183,-0.28589871525764465,velocity,post_controller_hold,False,,0.0786,0.6646,not_attempted,0.0,False
-22.996029,24,685.958058,False,2.9570911880412076,True,False,2.5142183217890524,out_of_bounds,True,2.156568105012078,3.3288254668853683,2.156568105012078,1.3001357402911375,24,24,1.0,1.0463450297001702,1.793711581496792,0.6578545888155259,0.7071067811865476,-0.27942633628845215,0.5,0.5,0.07453325390815735,velocity,post_controller_hold,False,,0.1641,1.1393,not_attempted,0.0,False
-68.3123,59,704.485042,False,5.102716701482023,True,False,2.59815921113455,out_of_bounds,True,4.18598846383665,7.686748369713627,4.18598846383665,1.0483857121207034,59,59,1.0,0.8371913439569116,1.7749550948366084,0.555687006037617,0.7071067811865476,0.5,0.5,-0.5,0.42795446515083313,simulator_service,service_success,True,,0.0038,0.0,service_success,0.0,False
-53.487076,27,716.897406,False,1.9806745677871567,True,False,2.5599052088990186,out_of_bounds,True,1.727924049369166,3.1188046062671773,1.727924049369166,1.0834741472523584,27,27,1.0,0.6916589967484653,0.9107390631906519,0.40906160488973814,0.7071067811865476,-0.5,0.0037397490814328194,0.4464815855026245,0.06774596124887466,simulator_service,service_success,True,,0.0037,0.0005,service_success,0.0,False
-20.181389,24,728.81501,False,1.4765317175958836,True,False,2.540190358800643,out_of_bounds,True,1.1979128364255855,2.4489601599135344,1.1979128364255855,1.6091356589989239,24,24,1.0,0.794821728324531,1.5360519348647128,0.44628171576927494,0.7071067811865476,0.02004166692495346,-0.29105204343795776,0.5,-0.12577827274799347,simulator_service,service_success,True,,0.0039,0.0,service_success,0.0,False
-87.96917,49,748.225368,False,2.12282653931854,False,True,0.9975147281493953,unsafe_low_altitude,True,2.7844702607780536,6.666775697549853,2.872705785537677,0.9975147281493953,49,49,1.0,0.787232410376116,0.9778248207499577,0.5939116225302652,0.7071067811865476,0.5,-0.5,0.5,0.18283654749393463,simulator_service,service_success,True,,0.0044,0.0,service_success,-6.509766350254742,True
-24.797153,40,763.543717,False,0.9473305345141733,True,False,2.5024770455826877,out_of_bounds,True,1.4848898670227437,3.974708504818538,1.4848898670227437,1.183143878952473,40,40,1.0,0.6200014573549602,0.9116322084504618,0.4009482024421554,0.7071067811865476,0.5,0.5,0.49705949425697327,-0.28983640670776367,simulator_service,service_success,True,,0.0045,0.0,service_success,0.0,False
2.0578136,12,773.260454,True,0.27645161788077477,False,False,1.3745615692707043,success,True,0.8260472658376372,1.1429442097636289,0.8260472658376372,1.1020457851838037,12,12,1.0,0.8723683708663953,1.1643767986921116,0.4150531561967197,0.5304322214790174,0.1770828664302826,0.5,0.5,-0.09287317097187042,simulator_service,service_success,True,,0.005,0.0001,service_success,-2.0708563797534634,True
18.949501,30,786.775643,True,0.300988613121532,False,False,1.7471321645524742,success,True,1.0629710743802616,3.0070415464815365,1.6876211903869047,1.3822535990998839,30,30,1.0,0.7070992048040787,0.99267618957224,0.47058581391978765,0.6657768714792237,-0.5,-0.42503952980041504,-0.32071006298065186,-0.5143404006958008,velocity,post_controller_hold,False,,0.1258,1.4211,not_attempted,0.0,False
-17.23175,12,796.485243,False,1.4880074693801297,True,False,2.5024317566927277,out_of_bounds,True,1.1294106402248838,1.373397899550092,1.1294106402248838,1.7093721013318532,12,12,1.0,0.8414912547358586,0.9432236425090359,0.6497054002284051,0.7071067811865476,-0.49829599261283875,0.5,0.047880422323942184,0.5754305720329285,velocity,post_controller_hold,False,,0.178,1.5476,not_attempted,0.0,False
-26.357632,31,810.104721,False,1.9498964539135308,True,False,2.5656125064419673,out_of_bounds,True,1.856956398276653,3.820502538036203,1.856956398276653,1.2363272725701657,31,31,1.0,0.8858667547807318,1.6589658937472505,0.6214350015455726,0.7071067811865476,-0.20385773479938507,0.5,-0.44540104269981384,-1.5040704011917114,simulator_service,service_success,True,,0.007,0.0005,service_success,0.0,False
-42.543976,47,827.315622,False,3.8028111383335834,True,False,2.605476290053375,out_of_bounds,True,3.7246763335581208,5.558801761712958,3.7246763335581208,1.1854715021976912,47,47,1.0,0.8113856427981968,1.259356324956334,0.5292702607880702,0.7071067811865476,0.5,0.5,0.22751834988594055,1.016963005065918,simulator_service,service_success,True,,0.0072,0.0003,service_success,0.0,False
-81.82839,63,850.134618,False,1.7220154964016368,False,True,0.9979174236159037,unsafe_low_altitude,True,1.1896562726177362,8.540368877656123,2.0389949945372003,0.9979174236159037,63,63,1.0,0.8713891703274976,1.6447713231783194,0.5422007757997654,0.7071067811865476,-0.5,0.15030746161937714,0.5,0.37149637937545776,simulator_service,service_success,True,,0.0064,0.0003,service_success,-8.163298559303435,True
-21.280695,49,867.738249,False,1.895696239743259,True,False,2.535128330494184,out_of_bounds,True,1.6752976882024935,5.95518318894611,1.7320970743117543,1.5727466057363633,49,49,1.0,0.9531430322996234,1.7058249103462764,0.5512933340168383,0.7071067811865476,-0.04233633354306221,0.368692547082901,0.5,-1.0305228233337402,simulator_service,service_success,True,,0.0063,0.0,service_success,0.0,False
-15.747283,10,877.453948,False,1.0045128499667189,True,False,2.51238332405846,out_of_bounds,True,1.062117200097981,1.1660625614277138,1.062117200097981,1.6111301987250486,10,10,1.0,0.8334339042904076,0.9792465755334183,0.4516905425944125,0.7071067811865476,0.5,0.49027219414711,0.5,0.46750083565711975,simulator_service,service_success,True,,0.0076,0.0002,service_success,0.0,False
-24.320164,51,895.673346,False,1.9325864286581926,True,False,2.5805153572285153,out_of_bounds,True,2.5772855862289394,5.596239112211215,2.9190504739314216,1.446327566138976,51,51,1.0,0.6825169413406522,1.061736413674205,0.46639310429997854,0.6795110616912217,-0.5,-0.44916072487831116,0.5,-0.61368727684021,simulator_service,service_success,True,,0.0067,0.0001,service_success,0.0,False
-27.266735,26,908.787719,False,3.6287279771210796,True,False,2.656360859637368,out_of_bounds,True,2.8718120335543187,3.3075360072375495,2.8718120335543187,1.6119140522952011,26,26,1.0,0.7167650683046466,0.8865948521853506,0.5263703454106723,0.7071067811865476,-0.3182940185070038,-0.10305342078208923,0.5,-0.2419232279062271,simulator_service,service_success,True,,0.0071,0.0,service_success,0.0,False
-21.163681,34,923.604909,False,2.208248229069967,True,False,2.6497585387959663,out_of_bounds,True,1.4529273562857783,3.343327529862081,1.4529273562857783,1.5484372946942075,34,34,1.0,0.7006837596838797,1.2700991692087553,0.4751323037587717,0.6032590344589317,0.3375225365161896,0.5,0.24509625136852264,1.0904853343963623,simulator_service,service_success,True,,0.0072,0.0,service_success,0.0,False
-16.767933,18,934.918924,False,1.1675215176030633,True,False,2.696362410159995,out_of_bounds,True,1.3466541090068371,2.0522271583681704,1.3466541090068371,1.6118712584816328,18,18,1.0,1.0460029518339438,1.3354953299873626,0.542149652180591,0.7071067811865476,0.5,-0.5,0.5,0.9345095157623291,simulator_service,service_success,True,,0.0073,0.0005,service_success,0.0,False
-118.18486,80,967.042185,False,3.916919171444153,False,False,1.220432929427237,max_steps,True,4.8306930144899765,9.540380239718242,4.8306930144899765,1.0407102096595615,80,80,1.0,0.8470824866947438,1.7663247397202235,0.46122519009832424,0.7071067811865476,0.5,0.4916335642337799,0.5,-0.7760260105133057,simulator_service,service_success,True,,0.0066,0.0001,service_success,-2.7920291076033346,True
-60.3937,75,990.543373,False,2.0569212814099287,True,False,2.628326179639685,out_of_bounds,True,1.522195589716906,9.721013155815568,2.087045280945926,1.0939432279003565,75,75,1.0,0.9634402492601125,1.7610985759200812,0.5839044792387894,0.7071067811865476,0.5,0.5,0.5,0.09458540380001068,velocity,post_controller_hold,False,,0.1431,3.1142,not_attempted,0.0,False
-24.600132,30,1005.159373,False,1.9554748606072088,True,False,2.633093884330837,out_of_bounds,True,1.2503151786584004,3.431202032900161,1.2503151786584004,1.2561736782720156,30,30,1.0,0.8985271127927376,1.4789892957641413,0.5611674348676348,0.7071067811865476,0.5,0.5,0.5,0.510674774646759,simulator_service,service_success,True,,0.0081,0.0,service_success,0.0,False
-18.277359,13,1015.57612,False,1.6474611221051383,True,False,2.5128413489710737,out_of_bounds,True,1.0480187673635681,1.0905215393405678,1.0480187673635681,1.613446052285622,13,13,1.0,0.7004461010945533,0.8137238509107769,0.30786361229044673,0.5012407392223809,0.5,-0.035245973616838455,-0.18589600920677185,-0.16560164093971252,simulator_service,service_success,True,,0.0087,0.0,service_success,0.0,False
-18.775364,25,1029.191688,False,1.75025631218886,True,False,2.6608103762806588,out_of_bounds,True,2.231546390762972,2.7405350272644324,2.231546390762972,1.6120263141568172,25,25,1.0,0.6100559618927164,0.7112009355483896,0.48599613413994625,0.7071067811865476,-0.1728728860616684,0.42354708909988403,0.5,-0.10698653757572174,simulator_service,service_success,True,,0.0072,0.0003,service_success,0.0,False
-67.88516,71,1052.306428,False,3.039692560434507,True,False,2.5674449626974867,out_of_bounds,True,3.13114962110287,8.229399357294003,3.13114962110287,1.053434410435333,71,71,1.0,0.8034593293042818,1.2985849522031747,0.5449485185950483,0.7071067811865476,0.11584055423736572,0.5,0.11844170838594437,0.09568705409765244,simulator_service,service_success,True,,0.0092,0.0,service_success,0.0,False
-94.72527,80,1078.318644,False,1.1140749647421864,False,False,2.238681076107756,max_steps,True,0.6967019358248493,9.756698091617169,2.302648183963208,1.0004736818710802,80,80,1.0,0.8690783950762168,1.725420619175052,0.5298162539319915,0.7071067811865476,0.5,0.09836196154356003,0.5,-1.5707963705062866,simulator_service,service_success,True,,0.0093,0.0001,service_success,0.0,False
-59.440144,73,1101.433372,False,2.0515321601886303,True,False,2.502175313501703,out_of_bounds,True,2.191455299532301,8.225854493745102,2.191455299532301,1.1245710781231149,73,73,1.0,0.8870876211155586,1.57609684168396,0.48911488515777884,0.7071067811865476,-0.5,0.5,-0.4556451737880707,-1.3328423500061035,velocity,post_controller_hold,False,,0.1579,1.4409,not_attempted,0.0,False
-174.13487,80,1129.546564,False,3.8318469889572073,False,False,1.5290948194410645,max_steps,True,3.061056540141782,10.505579268641801,3.5173122302621143,1.0027901267555992,80,80,1.0,1.0712614788158217,1.793711581496792,0.5859527565795274,0.7071067811865476,0.5,-0.5,0.25394508242607117,-0.668876051902771,simulator_service,service_success,True,,0.0083,0.0009,service_success,0.0,False
-55.071095,70,1152.769707,False,1.2955627987311267,True,False,2.599085445769743,out_of_bounds,True,1.8190733575879174,7.496934840689863,1.8190733575879174,1.122396749392671,70,70,1.0,0.6822697864206858,1.5513006996046224,0.4357646664751139,0.7071067811865476,-0.46187660098075867,0.45836716890335083,-0.4674695134162903,-1.3283733129501343,velocity,post_controller_hold,False,,0.1357,0.4281,not_attempted,0.0,False
-48.868828,56,1172.580541,False,3.301339355438259,True,False,2.6517899507624727,out_of_bounds,True,2.5438959762474127,8.279896066828144,2.5438959762474127,1.1086544953771729,56,56,1.0,1.1883738029626776,1.718380309384188,0.63314615825872,0.7071067811865476,-0.5,0.16349536180496216,0.5,0.7661811709403992,simulator_service,service_success,True,,0.0105,0.0015,service_success,0.0,False
