#{"t_start": 1782830569.7878146, "env_id": "None"}
r,l,t,is_success,final_distance,is_out_of_bounds,is_unsafe_low_altitude,altitude,terminal_reason,physical_displacement,path_length,max_physical_displacement,min_altitude,motion_command_steps,motion_command_accepted_steps,motion_command_acceptance_rate,reset_method,reset_path,reset_service_attempted,vertical_safety_penalty,low_altitude_guard_active
-18.956577,200,38.263825,False,2.2267036415111434,False,False,3.82042634505582,max_steps,3.087588919286329,11.174303645589346,3.5502542781576736,1.5697707051220133,200,200,1.0,simulator_service,service_success,True,0.0,False
-116.54445,200,74.102798,False,3.9047005240635606,False,False,4.07680492959881,max_steps,3.8471992551511325,16.564834890574428,4.194817232282164,1.1760243234648415,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-76.1331,189,110.477719,False,3.707667126261575,True,False,2.2247814662025083,out_of_bounds,5.693078618332831,11.623321687253485,5.693078618332831,1.3480398475536106,189,189,1.0,velocity,post_controller_hold,False,0.0,False
-24.257412,200,148.061656,False,1.9788888884185076,False,False,2.8233272690763886,max_steps,3.6949060683581996,10.116223312865916,3.6949060683581996,1.6129345041116987,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-49.592686,200,183.282838,False,2.3747820717999573,False,False,1.64589908973763,max_steps,2.7712487522268865,9.584568459228766,2.7712487522268865,1.4773426678916424,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-60.355835,200,221.984168,False,1.7480685117662436,False,False,2.93335875494529,max_steps,2.5553479950818794,7.63964054704137,2.5553479950818794,1.3642219872016863,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-72.60392,200,263.265442,False,4.878830471391769,False,False,2.7749971187677405,max_steps,2.8613351908351365,12.666999517040118,2.8613351908351365,1.6068201210645412,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-133.83775,200,304.55041,False,1.7879347276570854,False,False,2.508594742059065,max_steps,1.4823642303197824,12.2203399865513,3.4785486410596103,1.0872823798379627,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-42.248795,200,345.278156,False,0.8461740656970319,False,False,2.373390716244949,max_steps,2.326107882251775,7.533169361757014,2.963814019065215,1.4938572342159546,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-71.207466,200,390.651896,False,2.4430820708989827,False,False,2.233188547763487,max_steps,1.1288200089005225,9.308470699994668,1.8769074332303892,1.5226858380845048,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-118.763954,135,436.328862,False,8.316069930159685,True,False,3.813899161245747,out_of_bounds,6.978752427962472,11.212357136466593,6.978752427962472,1.3977116033278634,135,135,1.0,velocity,post_controller_hold,False,0.0,False
-131.98976,161,485.004858,False,3.7905160377248155,True,False,5.080411673868043,out_of_bounds,4.692185411311932,9.638623486629672,4.692185411311932,1.191245569033439,161,161,1.0,velocity,post_controller_hold,False,0.0,False
-47.504143,88,526.345167,False,5.3063628080609275,True,False,1.4575104130292442,out_of_bounds,5.096946050698778,7.024627895179766,5.096946050698778,1.4528484730613649,88,88,1.0,velocity,post_controller_hold,False,0.0,False
-63.78735,200,586.741506,False,4.480999821851285,False,False,3.695650045490965,max_steps,2.8542511736829006,15.254996547228904,3.1342164093757603,1.5850969078773343,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-42.554977,200,642.641239,False,0.3394851286496853,False,False,1.7247405874156856,max_steps,2.3261266622510672,7.96100249257327,2.8895438369571758,1.5011185870231227,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-136.42215,200,703.322155,False,4.6143525094962,False,False,2.5801185483717384,max_steps,3.661985223080799,12.466099510201301,3.661985223080799,1.4782084033587517,200,200,1.0,velocity,post_controller_hold,False,0.0,False
-21.42867,52,739.488252,False,2.17111760254985,False,True,0.5915628668090922,unsafe_low_altitude,1.1955809853670225,2.458275104860401,1.1955809853670225,0.5915628668090922,52,52,1.0,velocity,post_controller_hold,False,0.0,False
