#{"t_start": 1782903187.14757, "env_id": "None"}
r,l,t,is_success,final_distance,is_out_of_bounds,is_unsafe_low_altitude,altitude,terminal_reason,physical_displacement,path_length,max_physical_displacement,min_altitude,motion_command_steps,motion_command_accepted_steps,motion_command_acceptance_rate,reset_method,reset_path,reset_service_attempted,reset_failure_class,reset_position_error,reset_yaw_error,reset_service_status,vertical_safety_penalty,low_altitude_guard_active
-4.8794436,80,24.743616,False,0.5192654886092612,False,False,2.084141858734733,max_steps,0.5779171695392984,1.7157161117240032,0.5779171695392984,1.5991178531352868,80,80,1.0,simulator_service,service_success,True,,0.0,0.0,service_success,0.0,False
19.554346,1,36.816711,True,0.32785075043793344,False,False,1.5787439101985483,success,0.0013523987933411114,0.0013523987933411114,0.0013523987933411114,1.5787439101985483,1,1,1.0,velocity,post_controller_hold,False,,0.1753,0.2592,not_attempted,-0.40797265424942,False
-6.7058697,80,59.786944,False,0.8836517759506395,False,False,2.3705688165693104,max_steps,0.781903067127289,1.5235349165202188,0.781903067127289,1.5909405793158837,80,80,1.0,velocity,post_controller_hold,False,,0.0524,0.1592,not_attempted,0.0,False
-6.743815,80,87.624401,False,0.9460133125331022,False,False,1.8078799979597806,max_steps,0.7233900790542037,2.2728462567946806,0.7992914180468172,1.6421866996792438,80,80,1.0,velocity,post_controller_hold,False,,0.0908,0.7155,not_attempted,0.0,True
19.960201,1,102.01926,True,0.34467401459351443,False,False,1.6163361174391448,success,0.0,0.0,0.0,1.6163361174391448,1,1,1.0,velocity,post_controller_hold,False,,0.1602,0.1083,not_attempted,0.0,False
-5.9632516,80,123.026237,False,0.7144783563532828,False,False,1.943525074503433,max_steps,0.41285922648564005,1.89223958813125,0.7091227330337926,1.6334349436675732,80,80,1.0,velocity,post_controller_hold,False,,0.152,0.0192,not_attempted,0.0,False
-9.060938,80,154.345485,False,0.8758031443515699,False,False,2.450556292517343,max_steps,1.110334769119053,2.3054328288416968,1.110334769119053,1.5892114959342263,80,80,1.0,velocity,post_controller_hold,False,,0.1607,0.2559,not_attempted,0.0,False
-7.7965155,80,189.905825,False,1.0344261382615325,False,False,2.5782568503218855,max_steps,1.1434578011025367,2.249662572557581,1.1434578011025367,1.6185736881479147,80,80,1.0,velocity,post_controller_hold,False,,0.0935,0.8959,not_attempted,0.0,False
19.959433,1,217.741812,True,0.3513202872170515,False,False,1.6144787623749497,success,0.0,0.0,0.0,1.6144787623749497,1,1,1.0,velocity,post_controller_hold,False,,0.1632,1.6618,not_attempted,0.0,False
-6.3446517,80,259.127685,False,0.9864862624907674,False,False,2.1922384851278034,max_steps,1.3015119677316074,2.3381869402362985,1.3015119677316074,1.6641748788858883,80,80,1.0,velocity,post_controller_hold,False,,0.1462,1.0525,not_attempted,0.0,False
19.954432,1,297.479986,True,0.39463129851754236,False,False,1.6366176949968068,success,0.0,0.0,0.0,1.6366176949968068,1,1,1.0,velocity,post_controller_hold,False,,0.1953,1.7175,not_attempted,0.0,False
-11.858133,80,333.001392,False,1.4206933332919296,False,False,2.5995444304595923,max_steps,1.726994026053568,2.8292257307777025,1.726994026053568,1.6446173943660012,80,80,1.0,velocity,post_controller_hold,False,,0.0852,2.8534,not_attempted,0.0,False
19.958426,1,367.755018,True,0.36004144505101143,False,False,1.733490492722185,success,0.0,0.0,0.0,1.733490492722185,1,1,1.0,velocity,post_controller_hold,False,,0.2215,0.1372,not_attempted,0.0,True
-10.98295,80,417.227632,False,1.1427273730215273,False,False,2.199574372181089,max_steps,0.7933161306845704,2.0081800729956183,1.0402123245750952,1.625834881132801,80,80,1.0,velocity,post_controller_hold,False,,0.1941,0.4185,not_attempted,0.0,False
19.919573,1,467.606475,True,0.3537769015948457,False,False,1.7353547117063215,success,0.0,0.0,0.0,1.7353547117063215,1,1,1.0,velocity,post_controller_hold,False,,0.2341,1.9028,not_attempted,0.0,False
