#{"t_start": 1782819595.7001839, "env_id": "None"}
r,l,t,is_success,final_distance,is_out_of_bounds,is_unsafe_low_altitude,altitude,terminal_reason,physical_displacement,path_length,max_physical_displacement,min_altitude,motion_command_steps,motion_command_accepted_steps,motion_command_acceptance_rate,reset_method,reset_path,reset_service_attempted
-15.535851,200,37.290138,False,2.232263861726155,False,False,3.228199132670575,max_steps,3.0598900782241563,10.92854581061217,3.495934474105934,0.9432328425226952,200,200,1.0,simulator_service,service_success,True
-22.866728,30,49.2162,False,2.4442631002171895,False,True,0.4797840284035491,unsafe_low_altitude,1.4944216325626904,1.8844049852791713,1.4944216325626904,0.4797840284035491,30,30,1.0,velocity,post_controller_hold,False
-22.191465,31,62.903634,False,2.9774932018943803,False,True,0.6187243263067235,unsafe_low_altitude,1.4204642208323186,1.8242910185206478,1.4204642208323186,0.6187243263067235,31,31,1.0,velocity,post_controller_hold,False
-16.510868,12,76.791517,False,1.7416463035928433,False,True,0.5421388202745264,unsafe_low_altitude,0.6901092745453121,0.7513870397600779,0.6901092745453121,0.5421388202745264,12,12,1.0,velocity,post_controller_hold,False
-15.141724,7,89.560313,False,1.7088449148694538,False,True,0.6829569129601635,unsafe_low_altitude,0.4707552381890841,0.4707552381890841,0.4707552381890841,0.6829569129601635,7,7,1.0,velocity,post_controller_hold,False
-29.94489,38,106.586837,False,2.8006746657822528,False,True,0.23547431798095336,unsafe_low_altitude,1.097281497408882,1.3677155163406418,1.097281497408882,0.23547431798095336,38,38,1.0,velocity,post_controller_hold,False
-65.35749,200,144.285421,False,3.4969281369282177,False,False,2.982519870984073,max_steps,5.025736104870144,13.053240476371965,5.025736104870144,1.0237364617538416,200,200,1.0,velocity,post_controller_hold,False
-50.090973,200,187.18047,False,3.2511910198492497,False,False,1.8788269198055612,max_steps,4.969894420545388,9.261934657027075,4.969894420545388,0.905229848956689,200,200,1.0,velocity,post_controller_hold,False
-92.08128,166,225.430308,False,5.292699402401676,True,False,5.1230548331454475,out_of_bounds,4.322064804459538,12.599685900461289,4.322064804459538,0.8658697721140005,166,166,1.0,velocity,post_controller_hold,False
-21.135437,16,247.927617,False,2.598449059521946,False,True,0.7162609338981915,unsafe_low_altitude,0.689090213938739,0.7740921156032006,0.689090213938739,0.7162609338981915,16,16,1.0,velocity,post_controller_hold,False
-30.750458,93,278.248222,False,1.840808159673988,False,True,0.58489992472754,unsafe_low_altitude,1.9881059421894858,4.102584308020418,1.9881059421894858,0.58489992472754,93,93,1.0,velocity,post_controller_hold,False
-36.574875,69,305.935569,False,2.2196317225936624,False,True,0.5059675653174672,unsafe_low_altitude,0.5441185997625322,2.2117451518840787,0.6757028441443786,0.5059675653174672,69,69,1.0,velocity,post_controller_hold,False
-17.31273,22,329.88461,False,1.195853556077964,False,True,0.3198478183816207,unsafe_low_altitude,1.2824158225717621,1.2898684731482006,1.2824158225717621,0.3198478183816207,22,22,1.0,velocity,post_controller_hold,False
-79.47383,200,377.038828,False,5.746733110004197,False,False,4.305506757673658,max_steps,4.532879137620848,14.103952159661262,4.532879137620848,0.8497644597300112,200,200,1.0,velocity,post_controller_hold,False
-18.218842,28,404.116425,False,2.187308714890603,False,True,0.7062009980870805,unsafe_low_altitude,0.2853213208151919,0.6251576513254611,0.29931288214329566,0.7062009980870805,28,28,1.0,velocity,post_controller_hold,False
-16.57082,48,444.850178,False,2.241970624914994,False,True,0.686984631570754,unsafe_low_altitude,0.731982341139632,1.695238994407513,0.731982341139632,0.686984631570754,48,48,1.0,velocity,post_controller_hold,False
-31.116352,30,478.962903,False,3.3942802116314956,False,True,0.3792032167831186,unsafe_low_altitude,1.4013284688095107,1.401500757952407,1.4013284688095107,0.3792032167831186,30,30,1.0,velocity,post_controller_hold,False
-18.915976,32,519.281412,False,2.7916816477932516,False,True,0.503091252507153,unsafe_low_altitude,1.1605740293808184,1.5608136109000599,1.1605740293808184,0.503091252507153,32,32,1.0,velocity,post_controller_hold,False
