#{"t_start": 1782849725.8163013, "env_id": "None"}
r,l,t,is_success,final_distance,is_out_of_bounds,is_unsafe_low_altitude,altitude,terminal_reason,physical_displacement,path_length,max_physical_displacement,min_altitude,motion_command_steps,motion_command_accepted_steps,motion_command_acceptance_rate,reset_method,reset_path,reset_service_attempted,reset_failure_class,reset_position_error,reset_yaw_error,reset_service_status,vertical_safety_penalty,low_altitude_guard_active
-4.763154,80,22.791974,False,0.4979473059667984,False,False,2.0625525561503832,max_steps,0.5630120257483252,1.686743078841688,0.5824116142997096,1.5989780374693696,80,80,1.0,simulator_service,service_success,True,,0.0,0.0,service_success,0.0,False
-8.8097725,80,43.44116,False,1.15692555953855,False,False,2.4577973497975742,max_steps,0.884224550021063,2.241664961186025,0.884224550021063,1.6217508038947817,80,80,1.0,velocity,post_controller_hold,False,,0.0444,0.324,not_attempted,0.0,False
-11.988706,80,66.160433,False,1.5063861637816396,False,False,2.004824133051992,max_steps,1.4842093973212296,3.160988238084876,1.4842093973212296,1.6685265961899665,80,80,1.0,velocity,post_controller_hold,False,,0.0734,0.8288,not_attempted,0.0,False
-9.043951,80,91.462658,False,0.844899836418819,False,False,2.1640709738914454,max_steps,0.5740359126840463,2.079861286867175,0.5958997552651412,1.5968010852774186,80,80,1.0,velocity,post_controller_hold,False,,0.1261,0.4964,not_attempted,0.0,False
-16.954205,80,118.731639,False,1.6920878909652175,False,False,3.2311251829532335,max_steps,1.6611904040715637,3.5540818069627558,1.777368542094311,1.571685166276104,80,80,1.0,velocity,post_controller_hold,False,,0.0285,1.4912,not_attempted,0.0,False
17.125101,49,144.233254,True,0.32992031775070274,False,False,1.7432908835827323,success,0.940819326605039,1.6626022084091514,0.940819326605039,1.6000741101358182,49,49,1.0,velocity,post_controller_hold,False,,0.1517,0.0808,not_attempted,0.0,False
-9.376822,80,170.899702,False,1.0408420925724746,False,False,2.2269828149623265,max_steps,0.6355704240819506,2.909473323127485,1.0264228437191847,1.6567788281529117,80,80,1.0,velocity,post_controller_hold,False,,0.1632,0.9934,not_attempted,0.0,False
17.511234,48,196.406372,True,0.24132463660121017,False,False,1.8128290560290166,success,0.5151640914982893,1.3971578679254473,0.7380319297449136,1.630190895705871,48,48,1.0,velocity,post_controller_hold,False,,0.0506,0.4952,not_attempted,0.0,False
-12.268365,80,229.082431,False,1.2366232014129397,False,False,2.0768886219789144,max_steps,1.5835771889543044,3.5513064785230313,1.8786460002442864,1.6532576830390784,80,80,1.0,velocity,post_controller_hold,False,,0.0961,2.8751,not_attempted,0.0,False
14.376897,73,255.752373,True,0.17748059866132873,False,False,1.657198650677436,success,0.47138003315313026,1.9193983701119488,0.7918170073491592,1.5914313489196243,73,73,1.0,velocity,post_controller_hold,False,,0.1674,0.2179,not_attempted,0.0,False
-11.874941,80,294.03249,False,1.330951338341164,False,False,2.596768270070326,max_steps,1.301879426149522,4.313781645709865,1.306191159523212,1.6165137437154629,80,80,1.0,velocity,post_controller_hold,False,,0.0981,1.8652,not_attempted,0.0,False
-6.388783,80,322.778225,False,0.6631668901715255,False,False,2.1802186468201326,max_steps,1.141389202944587,2.1583409394401927,1.141389202944587,1.628690857789815,80,80,1.0,velocity,post_controller_hold,False,,0.2397,1.9718,not_attempted,0.0,False
-12.697284,80,365.867664,False,2.096687873300994,False,False,3.4748767801902396,max_steps,2.0071164830613992,2.6872007487241207,2.0071164830613992,1.6166207360669522,80,80,1.0,velocity,post_controller_hold,False,,0.0955,0.946,not_attempted,0.0,False
18.825434,1,410.2376,True,0.27893344384877305,False,False,1.5755209066585354,success,0.0,0.0,0.0,1.5755209066585354,1,1,1.0,velocity,post_controller_hold,False,,0.2355,1.6213,not_attempted,-1.1423576892683527,True
-14.747062,80,464.417226,False,1.7689586214640414,False,False,2.244724068811919,max_steps,1.3503995465829144,2.378894619919701,1.3503995465829144,1.5871459534455052,80,80,1.0,velocity,post_controller_hold,False,,0.0203,0.5011,not_attempted,0.0,False
-15.758235,80,506.913474,False,1.8222550886232431,False,False,3.1284487842176127,max_steps,1.6606082181663653,2.0575829284553726,1.6606082181663653,1.5908178460036073,80,80,1.0,velocity,post_controller_hold,False,,0.0799,0.5542,not_attempted,0.0,False
-17.27335,80,553.77738,False,1.095288282043146,False,False,2.280951308917849,max_steps,1.5476999414717707,3.4370116498081917,2.2218642701757925,1.5796093683814323,80,80,1.0,velocity,post_controller_hold,False,,0.237,2.1875,not_attempted,0.0,False
-21.481066,80,623.578762,False,2.615607248509979,False,False,3.9017801113301065,max_steps,2.4278681964035913,2.883980451446784,2.4278681964035913,1.5776048913815168,80,80,1.0,velocity,post_controller_hold,False,,0.2089,0.0345,not_attempted,0.0,False
