#{"t_start": 1783181286.252443, "env_id": "None"}
r,l,t,is_success,final_distance,is_out_of_bounds,is_unsafe_low_altitude,altitude,terminal_reason,terminal_stop_command_accepted,terminal_yaw_error,terminal_yaw_penalty,physical_displacement,path_length,max_physical_displacement,min_altitude,motion_command_steps,motion_command_accepted_steps,motion_command_acceptance_rate,mean_action_norm,max_action_norm,mean_xy_action_norm,max_xy_action_norm,last_action_vx,last_action_vy,last_action_vz,last_action_vyaw,reset_method,reset_path,reset_service_attempted,reset_failure_class,reset_position_error,reset_yaw_error,reset_service_status,vertical_safety_penalty,low_altitude_guard_active,bounds_guard_active
-26.268185,189,60.219774,True,0.33725803629794343,False,False,1.929405250178891,success,True,0.3318952205235929,3.318952205235929,1.3467006059184876,27.775157151182402,2.482385645069627,0.6756702231583104,189,189,1.0,1.2582218810961967,1.793711581496792,0.6354785550202994,0.7071067811865476,-0.5,0.5,-0.35273775458335876,0.2797074615955353,simulator_service,service_success,True,,0.0777,1.1905,service_success,0.0,False,False
-97.77352,200,106.124587,False,2.0226818827152684,False,False,1.673059421851289,max_steps,True,0.5472569455665561,0.0,3.425713810078807,31.273959110988073,4.332381034317944,0.6087612888416327,200,200,1.0,1.4788997281274963,1.793711581496792,0.6573996869977939,0.7071067811865476,-0.5,-0.44302797317504883,0.5,0.14996454119682312,velocity,post_controller_hold,False,,0.2162,2.0474,not_attempted,0.0,False,False
-114.09888,200,155.750803,False,5.832082225474268,False,False,2.0264456156366246,max_steps,True,0.558833882851772,0.0,1.9246703349044214,31.16416883457833,3.4515843741165666,0.6727515730120269,200,200,1.0,1.3816255327853704,1.793711581496792,0.6715717075322803,0.7071067811865476,0.5,-0.5,-0.5,-1.5707963705062866,velocity,post_controller_hold,False,,0.1424,1.3853,not_attempted,0.0,False,False
-42.105896,200,211.548978,False,2.3778817971152044,False,False,1.9095577054029176,max_steps,True,0.7476856182709292,0.0,3.0086792650205028,30.048263386936707,4.53479075588255,0.6383866137749094,200,200,1.0,1.4420699832110364,1.793711581496792,0.6139041269239857,0.7071067811865476,-0.5,-0.5,0.5,-0.5380768775939941,velocity,post_controller_hold,False,,0.1897,1.3551,not_attempted,0.0,False,False
-86.54134,200,259.661999,False,3.155904335674588,False,False,1.6799845755222578,max_steps,True,0.3515081610033584,0.0,4.474689277685583,31.03171631930633,4.717588278053945,0.5936267919992771,200,200,1.0,1.506052076631664,1.793711581496792,0.6654965509880439,0.7071067811865476,-0.5,0.5,-0.5,1.5707963705062866,velocity,post_controller_hold,False,,0.2083,1.0067,not_attempted,0.0,False,False
-51.251095,200,311.885333,False,2.1506226172846943,False,False,2.1536638615681927,max_steps,True,0.16052130482771193,0.0,1.4462225714757728,30.11074153775044,2.5636248073361436,0.7530783205520346,200,200,1.0,1.2781351089401405,1.793711581496792,0.6484775629066424,0.7071067811865476,0.5,0.1610606461763382,0.5,-0.47572752833366394,velocity,post_controller_hold,False,,0.1636,1.1483,not_attempted,0.0,False,False
-99.68706,200,364.510818,False,5.005825962435822,False,False,1.3649979343453453,max_steps,True,0.47220431951912195,0.0,2.9739866772149077,30.894738026260733,3.3365182142533163,0.6221569632936074,200,200,1.0,1.5220445338638973,1.793711581496792,0.6605156671195431,0.7071067811865476,-0.09717392921447754,-0.5,-0.5,0.25893422961235046,velocity,post_controller_hold,False,,0.2152,2.611,not_attempted,0.0,False,False
-74.37766,200,414.298033,False,1.7355229402391787,False,False,2.0317153011750384,max_steps,True,0.7143320569102594,0.0,1.6316145821525359,31.630580992617116,2.9541965620312265,0.6028531925732893,200,200,1.0,1.3236921387977898,1.793711581496792,0.6716744594758951,0.7071067811865476,0.5,-0.5,-0.5,0.5364896059036255,velocity,post_controller_hold,False,,0.1814,1.4238,not_attempted,0.0,False,False
-52.49586,200,465.603737,False,2.1371942514047753,False,False,1.8359799434765085,max_steps,True,0.17407353745453547,0.0,4.497368337912389,30.793548981792405,7.319982758637223,0.6127167031896688,200,200,1.0,1.2547732973665962,1.793711581496792,0.6593714247564086,0.7071067811865476,-0.5,-0.5,0.5,-0.6522786021232605,velocity,post_controller_hold,False,,0.1731,2.9842,not_attempted,0.0,False,False
-80.20298,200,521.621275,False,2.5390441033770488,False,False,0.7815935500426233,max_steps,True,0.3157490784602866,0.0,5.635585053593487,30.894945173108944,6.81340951624822,0.5996251588501121,200,200,1.0,1.3383049427669358,1.793711581496792,0.6658350293308709,0.7071067811865476,-0.5,0.5,-0.5,-1.5707963705062866,velocity,post_controller_hold,False,,0.1727,2.9353,not_attempted,0.0,False,False
-19.029526,83,552.340811,True,0.3270412401004788,False,False,1.068416008770415,success,True,0.6199025193587697,6.199025193587698,2.5618441374079826,12.679607185221228,2.5618441374079826,0.9062056516094652,83,83,1.0,1.5153820619537497,1.793711581496792,0.6424873707461556,0.7071067811865476,0.5,-0.40957486629486084,0.14527924358844757,-1.5707963705062866,velocity,post_controller_hold,False,,0.1975,0.2905,not_attempted,0.0,False,False
-89.97809,200,604.354943,False,2.1982912648520605,False,False,0.9250884501904281,max_steps,True,0.8285685757076061,0.0,2.1527234685206493,30.04089687069163,3.010019177409539,0.5962235627188637,200,200,1.0,1.3976622840391957,1.793711581496792,0.6227888170593919,0.7071067811865476,0.27971357107162476,-0.1458229273557663,-0.5,-1.5707963705062866,velocity,post_controller_hold,False,,0.1371,1.4333,not_attempted,0.0,False,False
-75.15204,200,654.867434,False,2.212936483679448,False,False,1.6382352558133078,max_steps,True,0.8098632219265957,0.0,5.120480082785159,30.51930478912005,5.120480082785159,0.5975445466211413,200,200,1.0,1.3177839719570252,1.793711581496792,0.6435677402392836,0.7071067811865476,-0.5,0.5,-0.5,-1.5707963705062866,velocity,post_controller_hold,False,,0.1827,2.3589,not_attempted,0.0,False,False
-102.64534,200,707.277054,False,3.529291582591139,False,False,2.1978246656134117,max_steps,True,0.6118766755194014,0.0,2.175973069378357,31.104253739137683,4.451537318644799,0.6176820190365429,200,200,1.0,1.4711185222175152,1.793711581496792,0.6497765850237569,0.7071067811865476,0.5,-0.5,0.5,1.5707963705062866,velocity,post_controller_hold,False,,0.1966,2.1621,not_attempted,0.0,False,False
-25.956709,175,753.99287,True,0.37855473951608976,False,False,1.2897388840215749,success,True,0.13789314250474335,1.3789314250474336,1.6630605157268097,25.288832636207182,5.344123412987076,0.5656232073166091,175,175,1.0,1.4981895546857813,1.793711581496792,0.6133487479402221,0.7071067811865476,-0.0419386550784111,-0.5,-0.5,0.9021151065826416,velocity,post_controller_hold,False,,0.1562,2.8492,not_attempted,0.0,False,False
-44.821133,200,803.210175,False,2.703731144897346,False,False,1.3181081956165903,max_steps,True,0.8471321799227116,0.0,2.01165175552256,29.51099772996567,3.8372030196215317,0.6212245371645811,200,200,1.0,1.3592832682390823,1.793711581496792,0.6517937667462124,0.7071067811865476,-0.5,0.5,0.5,-1.5707963705062866,velocity,post_controller_hold,False,,0.2023,2.0955,not_attempted,0.0,False,False
-52.467392,200,854.826019,False,1.497460171197779,False,False,1.5551548122517969,max_steps,True,0.23524987919467816,0.0,1.4457757827080226,30.786224309156403,2.796798060630542,0.5615013619435006,200,200,1.0,1.3017977285406928,1.793711581496792,0.650432848989336,0.7071067811865476,-0.5,-0.5,0.5,0.32169297337532043,velocity,post_controller_hold,False,,0.1914,0.626,not_attempted,0.0,False,False
-50.194057,200,906.834176,False,2.3507811746570035,False,False,2.1908369967099564,max_steps,True,0.44564357006221955,0.0,2.2726951209828155,30.098110274908965,4.562505214543508,0.6228567577922332,200,200,1.0,1.3560575090108342,1.793711581496792,0.667178068017103,0.7071067811865476,0.08760569989681244,0.5,0.5,1.2701014280319214,velocity,post_controller_hold,False,,0.2021,2.0415,not_attempted,0.0,False,False
-50.008,200,955.352979,False,2.1377472502269956,False,False,2.3960547881041068,max_steps,True,0.6466225879868305,0.0,1.382980314285194,28.416352003862254,5.226102655003373,0.5806229795135734,200,200,1.0,1.2822214402068106,1.793711581496792,0.5956375699284652,0.7071067811865476,-0.009500876069068909,-0.24217405915260315,-0.2,0.04448018968105316,velocity,post_controller_hold,False,,0.2005,2.483,not_attempted,0.0,False,True
-100.12022,200,1009.169795,False,0.9923271987619648,False,False,2.1196331710514142,max_steps,True,0.9592036997293196,0.0,3.998088236703665,31.156342656989228,5.279477566398858,0.5838851540476958,200,200,1.0,1.5874644369780757,1.793711581496792,0.6620686244070054,0.7071067811865476,-0.5,-0.5,0.5,1.5707963705062866,velocity,post_controller_hold,False,,0.1408,1.4952,not_attempted,0.0,False,False
-21.865074,181,1060.503845,True,0.385606466967541,False,False,0.7254911003608784,success,True,0.014697579453787066,0.14697579453787066,2.14971248285136,27.71718457606368,2.6054479512100372,0.5646625305913042,181,181,1.0,1.3795960321695286,1.793711581496792,0.6436835344338986,0.7071067811865476,-0.1485292911529541,-0.25006309151649475,0.0501733273267746,0.5212340950965881,velocity,post_controller_hold,False,,0.1757,1.4844,not_attempted,0.0,False,False
-85.56207,200,1114.289824,False,3.614650261695647,False,False,1.4936681329672308,max_steps,True,0.6748908640021337,0.0,2.13626420761624,31.17402714635006,3.416972500977698,0.5753575117798887,200,200,1.0,1.4732248845387963,1.793711581496792,0.6594350678971721,0.7071067811865476,0.5,0.5,-0.5,1.1093394756317139,velocity,post_controller_hold,False,,0.1747,0.489,not_attempted,0.0,False,False
-79.48268,200,1169.916974,False,3.7605093553409827,False,False,0.6547520308119086,max_steps,True,0.48830867119262045,0.0,5.499912856528141,31.77684882770822,5.712256133277391,0.5821879197693953,200,200,1.0,1.445682905297049,1.793711581496792,0.6860212610181926,0.7071067811865476,0.5,0.2,0.5,1.5707963705062866,velocity,post_controller_hold,False,,0.0815,0.0997,not_attempted,0.0,True,True
-126.994125,200,1222.728054,False,4.12263805021055,False,False,1.9585002482641283,max_steps,True,0.902108389591132,0.0,5.969651990694798,31.09956651419847,6.208447489985191,0.5157322417560862,200,200,1.0,1.5829825420694221,1.793711581496792,0.6658627822146541,0.7071067811865476,0.5,-0.5,-0.5,-0.6420654058456421,velocity,post_controller_hold,False,,0.1816,2.8327,not_attempted,0.0,False,False
